source_file,relative_source_path,file_size_bytes,document_title,num_chunks_generated,total_characters,status,chunking_method,warning_or_error
cleaned_corpus\adsk-81f1b41ab58942a7b3ccfa78b8be4978.md,adsk-81f1b41ab58942a7b3ccfa78b8be4978.md,6626,Fusion 360 | Consumer Products,44,6491,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8203605f49554d029e031eb009158093.md,adsk-8203605f49554d029e031eb009158093.md,3784,Product Design & Manufacturing (PDMC) Collection | Autodesk,29,3707,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-820cd6209276498fb964530c45c9cb8b.md,adsk-820cd6209276498fb964530c45c9cb8b.md,4839,"SEC Filings | Autodesk, Inc.",9,4811,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8233bc4c58f9404fbbb43df978a15b3e.md,adsk-8233bc4c58f9404fbbb43df978a15b3e.md,4996,Autodesk Revit Software | BIM Software | Revit Prices,40,4910,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-823f631f8c0f456aa7faf546b84591e9.md,adsk-823f631f8c0f456aa7faf546b84591e9.md,2593,"Structural Engineers | Autodesk Architecture, Engineering and Construction Collection",27,2506,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-828a0b4ad8bb4b189f12e79935c09c92.md,adsk-828a0b4ad8bb4b189f12e79935c09c92.md,2202,BIM & GIS Cloud Collaboration | ArcGIS GeoBIM | Autodesk,19,2153,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8294ad72ef69483087a0e0e747a15067.md,adsk-8294ad72ef69483087a0e0e747a15067.md,476,Digital Factory | Webinar | Autodesk,25,425,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-829f5d0959e945b6b1811010e5e4b54e.md,adsk-829f5d0959e945b6b1811010e5e4b54e.md,3058,Autodesk Fusion 360 For Teams,22,3013,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-82b98b28406740f5b576d2ea16e88420.md,adsk-82b98b28406740f5b576d2ea16e88420.md,6608,Advance Steel | AEC Collection,25,6490,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-82e8929c8a304cada30defb314e66449.md,adsk-82e8929c8a304cada30defb314e66449.md,8671,Hybrid work is here to stay at Autodesk,29,8517,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-830daa455dd64946b2a20fab1671d552.md,adsk-830daa455dd64946b2a20fab1671d552.md,2455,Distribute product updates | Autodesk,14,2416,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-832e00157e7b49028f6ad7d27cafe4a9.md,adsk-832e00157e7b49028f6ad7d27cafe4a9.md,1392,Autodesk Civil Infrastructure Public Roadmap,10,1369,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-83bbe4558c454de4a4909013d187ef22.md,adsk-83bbe4558c454de4a4909013d187ef22.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-843723ff7e5b443eaa91f91027c7a3d2.md,adsk-843723ff7e5b443eaa91f91027c7a3d2.md,311,Media Resources,7,300,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-843b74cb27374ea2b8039025fdcb53d7.md,adsk-843b74cb27374ea2b8039025fdcb53d7.md,1697,Getting started with Info360 Asset: a new video playlist - One Water Blog,10,1674,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8494217d8161422d85375e2089d515ee.md,adsk-8494217d8161422d85375e2089d515ee.md,2285,Multi user trade in offer terms,11,2244,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-84bdbb8db3a4498d965032604e16e4db.md,adsk-84bdbb8db3a4498d965032604e16e4db.md,7861,Event Terms Webinar,13,7702,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-84e517be536743a5b59e582d60738200.md,adsk-84e517be536743a5b59e582d60738200.md,3815,Autodesk Education | Students and Educators | Plan Eligibility,15,3780,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8530a0668f154ba9988defb67f17fc90.md,adsk-8530a0668f154ba9988defb67f17fc90.md,1818,Government Affairs and Public Policy | Autodesk Company Info,11,1789,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-85345062a99f4303a36af4d9d5986d00.md,adsk-85345062a99f4303a36af4d9d5986d00.md,1801,Trial Intake | Forma | Autodesk,36,1723,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-85b78ba6068f4c5daf9d5c27f2fc6067.md,adsk-85b78ba6068f4c5daf9d5c27f2fc6067.md,1494,Advanced Engineering | Autodesk Research,24,1435,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-85d84ae383b6484e8d48e83490d1c1cb.md,adsk-85d84ae383b6484e8d48e83490d1c1cb.md,382,System requirements for Autodesk VRED 2024 products,7,371,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-85fa3fc56e234f85a02c3bf78988ef8c.md,adsk-85fa3fc56e234f85a02c3bf78988ef8c.md,9693,Maya vs. 3ds Max | Compare M&E Products | Autodesk,67,9526,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-861b00fbc9b0473fbbb8506436f5b6c2.md,adsk-861b00fbc9b0473fbbb8506436f5b6c2.md,5515,Autodesk Education | Students and Educators | Overview,19,5457,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-863420914ce7413b95d66a5d8417f373.md,adsk-863420914ce7413b95d66a5d8417f373.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8637b0d3b41f41efbbfdebb66fa73a4b.md,adsk-8637b0d3b41f41efbbfdebb66fa73a4b.md,11367,"Quarterly Results | Autodesk, Inc.",62,11134,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-863f676896f944289ba57758b223a348.md,adsk-863f676896f944289ba57758b223a348.md,694,Contact Customer Support | Autodesk Support,9,677,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-86835ad5e3404125a65faf8a215e48c2.md,adsk-86835ad5e3404125a65faf8a215e48c2.md,1480,InfraWorks for Conceptual Design | Conceptual Design for Infrastructure,18,1445,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-86948df045854920b333827b0f1c2c05.md,adsk-86948df045854920b333827b0f1c2c05.md,2131,"Investor Relations | Autodesk, Inc.",9,2108,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-869922488c8446e485aed0f51fbb07c5.md,adsk-869922488c8446e485aed0f51fbb07c5.md,3359,"Annual Reports | Autodesk, Inc.",45,3270,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-86c2ad2899dd4ad39fd1ac69cbb29f90.md,adsk-86c2ad2899dd4ad39fd1ac69cbb29f90.md,396,System requirements for Autodesk ReCap Pro and ReCap Photo,7,385,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-873bc57a9e4a4d87859969f1e18875ad.md,adsk-873bc57a9e4a4d87859969f1e18875ad.md,1224,Emerging Technologies | Autodesk Insights,13,1197,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8762e2de57ea4a0a9e4529136a546887.md,adsk-8762e2de57ea4a0a9e4529136a546887.md,5376,Buy Autodesk Software | Get Prices & Buy Online | Official Autodesk Store,36,5267,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-877380756422440fb9b5af12334440df.md,adsk-877380756422440fb9b5af12334440df.md,1177,Support and Problem Solving | Autodesk Support,18,1142,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-87a389e0acdb4b0eab32fcb21ae3208a.md,adsk-87a389e0acdb4b0eab32fcb21ae3208a.md,3961,BIM Collaborate and BIM Collaborate Pro Features | Autodesk,42,3880,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-87bd1ff2673f483b80b5bef100021729.md,adsk-87bd1ff2673f483b80b5bef100021729.md,4295,Autodesk Promotions | Product Discounts & Coupons,30,4210,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8850ce18bad4434490bcb1fc0e220e39.md,adsk-8850ce18bad4434490bcb1fc0e220e39.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-88d7204c625647ba9ea4671f113f610a.md,adsk-88d7204c625647ba9ea4671f113f610a.md,334,Autodesk Inventor View 2019,7,323,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-890d3910f5954b14bfda6978a9527e9e.md,adsk-890d3910f5954b14bfda6978a9527e9e.md,9855,"BPD: \""When you can show a certain density is viable, the municipality is open to discussing it.\"" - Autodesk Forma",18,9740,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8916ed54196b4413bc5270f32a1ec97f.md,adsk-8916ed54196b4413bc5270f32a1ec97f.md,3548,Product Design & Manufacturing (PDMC) Collection | Autodesk,28,3475,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-89189fde0d614a1aa4c6a5e3132f42ec.md,adsk-89189fde0d614a1aa4c6a5e3132f42ec.md,2232,Trial Intake | Navisworks 2024 | Autodesk,38,2150,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-891da5efa3c14ace87adf61e4987d7f9.md,adsk-891da5efa3c14ace87adf61e4987d7f9.md,5228,Spreadsheet to PLC I/O Utility Dialog Box,39,5104,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-896cfc85e06640ac871b83059379a40f.md,adsk-896cfc85e06640ac871b83059379a40f.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-89bab3561da94467b5714882129dfc0f.md,adsk-89bab3561da94467b5714882129dfc0f.md,36435,"AUTODESK, INC. ANNOUNCES FISCAL 2024 THIRD QUARTER RESULTS | Autodesk, Inc.",91,36021,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8a670ddfbdfc4a7e8bb82fbdbb1e710c.md,adsk-8a670ddfbdfc4a7e8bb82fbdbb1e710c.md,5289,VRED Software | Get Prices & Buy Official VRED 2024 | Autodesk,42,5165,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8ad2479af3714dc6babe46af31ae7a5c.md,adsk-8ad2479af3714dc6babe46af31ae7a5c.md,1399,Benefits of the Mechanical Toolset | AutoCAD | Autodesk,10,1377,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8b235e0f4fd8492e97c5f74cad294353.md,adsk-8b235e0f4fd8492e97c5f74cad294353.md,3918,FormIt Software | Get Prices & Buy Official FormIt 2023 | Autodesk,24,3870,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8b2ecb799d744211bb9c9785c3be855e.md,adsk-8b2ecb799d744211bb9c9785c3be855e.md,8315,Canam's streamlined processes slashes site issues | Autodesk | AEC Collection,43,8078,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8b8400685f164aa3aaeb2c6ba8f26931.md,adsk-8b8400685f164aa3aaeb2c6ba8f26931.md,4855,Construction Document Management Software | Autodesk Docs,38,4778,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8ba1d229b2dd484bb0f42de9062026be.md,adsk-8ba1d229b2dd484bb0f42de9062026be.md,3784,Autodesk Education Community Resources,25,3691,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8ba21f72fac2450dbe68960a3ef996cb.md,adsk-8ba21f72fac2450dbe68960a3ef996cb.md,1103,Helius Composite | Autodesk,13,1075,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8bb54c2d03ff4c3b9798655b090742ea.md,adsk-8bb54c2d03ff4c3b9798655b090742ea.md,358,Product Design & Manufacturing Archives,7,347,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8bc8fdaf3124467abe7a71bc453a1281.md,adsk-8bc8fdaf3124467abe7a71bc453a1281.md,308,Media Contacts,7,297,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8bd3fd39ad1e40d99b774664e3478777.md,adsk-8bd3fd39ad1e40d99b774664e3478777.md,2667,Privacy | Autodesk Trust Center,13,2638,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8c0ecb3cea0e46c9b4c7fd41a968facf.md,adsk-8c0ecb3cea0e46c9b4c7fd41a968facf.md,539,AEC Excellence Awards winners,8,517,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8c1ae4197b9f41d2a273b0a4bf188f22.md,adsk-8c1ae4197b9f41d2a273b0a4bf188f22.md,4490,Autodesk Docs 2024 | AEC Document Management Made Simple,34,4382,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8c666603a77c4d018f889352b8b7c217.md,adsk-8c666603a77c4d018f889352b8b7c217.md,6755,Coral reef restoration goes big using AI,28,6622,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8c69e5b2f25b49ee91fc234b7d2fb093.md,adsk-8c69e5b2f25b49ee91fc234b7d2fb093.md,4424,Dimension Settings Dialog Box (AutoCAD Mechanical Toolset),10,4385,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8cb5a8d882ad4f18898d6a9508d787c5.md,adsk-8cb5a8d882ad4f18898d6a9508d787c5.md,814,Autodesk Customer Success Hub,10,794,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8cb728d05d44418fbd0de43a7577e942.md,adsk-8cb728d05d44418fbd0de43a7577e942.md,1814,Run Your Software,12,1793,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8ce465bf8af64bfb8979088628c0084f.md,adsk-8ce465bf8af64bfb8979088628c0084f.md,64844,使用條款 | 般條款 | Autodesk,142,26655,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8cf0c412f1c848988e72aaf988fe1489.md,adsk-8cf0c412f1c848988e72aaf988fe1489.md,10629,Privacy Statement Russian,22,6058,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8cff71f7e8a844c7bacf6268b535b37b.md,adsk-8cff71f7e8a844c7bacf6268b535b37b.md,4348,"Maya Product Enhancements, Benefits & Roadmap | Autodesk",23,4137,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8d1a68483081416abb34aef30aca6042.md,adsk-8d1a68483081416abb34aef30aca6042.md,8906,What is 3D Printing? | 3D Printing Software | Autodesk,37,8761,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8dab22d9135347a0a374fbbd6d90621d.md,adsk-8dab22d9135347a0a374fbbd6d90621d.md,512,Accelerate Mechanical Design Pt 2 | Webinar | Autodesk,25,461,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8dc1ffb48f944380a19d9c429ea42dbe.md,adsk-8dc1ffb48f944380a19d9c429ea42dbe.md,1338,Construction Management Software | Autodesk Construction Cloud,21,1299,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8dcf5c8844b4493c947698a2718bc8b5.md,adsk-8dcf5c8844b4493c947698a2718bc8b5.md,1034,Design and Engineering | Autodesk Product Design and Manufacturing Collection,14,1009,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8e3691bd8bc84c1d85b1cd48b57ead28.md,adsk-8e3691bd8bc84c1d85b1cd48b57ead28.md,4513,Autodesk Info360 Insight | Get Prices & Buy Official 2024,34,4411,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8e75caadaf5043cab3512ea6e45dbe7a.md,adsk-8e75caadaf5043cab3512ea6e45dbe7a.md,2456,Official CAD Training and Certification | Autodesk,18,2423,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8ead6d6dd56f42cdbdc1eeb2b0f0f58e.md,adsk-8ead6d6dd56f42cdbdc1eeb2b0f0f58e.md,1538,Strategic Foresight | Autodesk Research,24,1471,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8ec23926dfc34810ac50d060541de95e.md,adsk-8ec23926dfc34810ac50d060541de95e.md,1136,Document Management 101: How to Align Teams and Simplify File Sharing,13,1108,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8ec55496984644d195064a4d7482bfdb.md,adsk-8ec55496984644d195064a4d7482bfdb.md,7781,Autodesk Civil 3D Software | Civil 3D Price,54,7671,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8f00360ad55949c0bc60b11a91d79f97.md,adsk-8f00360ad55949c0bc60b11a91d79f97.md,318,Autodesk - Account,7,307,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8f0bde12ed7a45139ffa0e3e56464f94.md,adsk-8f0bde12ed7a45139ffa0e3e56464f94.md,1771,Design Review | DWF Viewer | Autodesk,10,1728,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8f1d6760a8434698b7d0757c003695d3.md,adsk-8f1d6760a8434698b7d0757c003695d3.md,286,Help,7,275,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8f37d801beb74ea8ab5d7320eeaa5c7a.md,adsk-8f37d801beb74ea8ab5d7320eeaa5c7a.md,612,Talk to a sales representative | Contact Us | Autodesk,9,593,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8f7960e80aed4c4d9250262717c87347.md,adsk-8f7960e80aed4c4d9250262717c87347.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8f80f76f6648446188782b2da68925da.md,adsk-8f80f76f6648446188782b2da68925da.md,11936,"Autodesk VRED | 2024, 2023 Features | Autodesk",160,11617,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-8f9ea28cce754cd9881da833adcda2f7.md,adsk-8f9ea28cce754cd9881da833adcda2f7.md,2062,Civil 3D for Road Design | Road Design Software | Autodesk,25,2015,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9031b2ae9eff437996db41dd241588b1.md,adsk-9031b2ae9eff437996db41dd241588b1.md,5376,Buy Autodesk Software | Get Prices & Buy Online | Official Autodesk Store,36,5267,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-905dc87d4964456aab981f623488ca7a.md,adsk-905dc87d4964456aab981f623488ca7a.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9080d325b13a409081c984dfec6f4c82.md,adsk-9080d325b13a409081c984dfec6f4c82.md,4500,Executive Bios | Autodesk,56,4385,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9086ed1c941b44b182febc3bba500f50.md,adsk-9086ed1c941b44b182febc3bba500f50.md,470,Modular Power Solutions Standardizes Its Manufacturing Process with Autodesk Build,8,457,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9103aff40e354f1598836f09378f1053.md,adsk-9103aff40e354f1598836f09378f1053.md,4516,Autodesk InfraWorks Software | Get Prices & Buy Official InfraWorks 2024,38,4440,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-910bd2eca9604c199dc92762edce83b5.md,adsk-910bd2eca9604c199dc92762edce83b5.md,7962,Bureau of Reclamation | Critical Infrastructure Protection | Autodesk,25,7807,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9112e64751124e2aa726781c3b6b5aa4.md,adsk-9112e64751124e2aa726781c3b6b5aa4.md,4036,Fusion 360 for Product Design Software | Get Prices & Buy Official Fusion 360 for Product Design | Autodesk,27,3961,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9128608d2ed0457f817778541c4d0e87.md,adsk-9128608d2ed0457f817778541c4d0e87.md,325,Untitled Autodesk Page,7,314,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-916466d8179c4f9a80f9119fbc82caac.md,adsk-916466d8179c4f9a80f9119fbc82caac.md,286,Help,7,275,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-916567122e1e4068b4e5975fec67bf70.md,adsk-916567122e1e4068b4e5975fec67bf70.md,1611,Fusion 360 Manage Extension | Autodesk,22,1567,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-917158891ef1426fa7a9e8887af3deee.md,adsk-917158891ef1426fa7a9e8887af3deee.md,372,System requirements for Autodesk Inventor 2024,7,361,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-917ac95eceec46418ca97285c3760def.md,adsk-917ac95eceec46418ca97285c3760def.md,8443,Why Every Electronics Designer Needs ECAD/MCAD Software,27,8324,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-91976b44647a4054a74089c7763ff9de.md,adsk-91976b44647a4054a74089c7763ff9de.md,4784,Advanced Manufacturing,11,4707,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-91df8b20818a414da57de61ce119bf66.md,adsk-91df8b20818a414da57de61ce119bf66.md,8349,Trial Intake | PowerInspect 2023 | Autodesk,118,8024,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-923ae7869993459a9141ded795ea4b08.md,adsk-923ae7869993459a9141ded795ea4b08.md,2234,Trial Intake,39,2150,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-92465385510e4bbe8b504ecc508c275d.md,adsk-92465385510e4bbe8b504ecc508c275d.md,4906,Export Compliance & Codes of Conduct | Autodesk,19,4847,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-92627df07b8e4756b9f7f2f8fc906c23.md,adsk-92627df07b8e4756b9f7f2f8fc906c23.md,2146,Using Advanced options | Autodesk,14,2115,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-92b5bd8fcc394391a7323aa9ffa7fd6f.md,adsk-92b5bd8fcc394391a7323aa9ffa7fd6f.md,320,Game Design Archives,7,309,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9303b20d87ea4f12b078b09f937be9f4.md,adsk-9303b20d87ea4f12b078b09f937be9f4.md,4287,Install Autodesk Products | Individual Installation,16,4235,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-930913816404407eb69e60b4ac100844.md,adsk-930913816404407eb69e60b4ac100844.md,8075,Kolb Design Technology| Using digital tools to cut cycle times in clay modelling| Autodesk,39,7913,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9387627e54e64922857e07d8f733e9d4.md,adsk-9387627e54e64922857e07d8f733e9d4.md,362,Autodesk Viewer | Free Online File Viewer,7,351,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-93a3854a26ff4386bc204aea12551ac3.md,adsk-93a3854a26ff4386bc204aea12551ac3.md,1315,Service Partners | Autodesk,9,1292,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-93e168e7fc34446fa056e9b59c4564d9.md,adsk-93e168e7fc34446fa056e9b59c4564d9.md,966,The Ultimate Guide to Leveraging Data in your Construction Lifecycle,10,944,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-93f9ad41115a477281cb1b8cefb8d95b.md,adsk-93f9ad41115a477281cb1b8cefb8d95b.md,452,Autodesk Advanced Manufacturing Resources Library & Content Center,8,436,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-943b27df40db492793f89e9634def031.md,adsk-943b27df40db492793f89e9634def031.md,307,Site Selector,7,296,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-946611dd73ad4633b99ba3e7752ad120.md,adsk-946611dd73ad4633b99ba3e7752ad120.md,612,Talk to a sales representative | Contact Us | Autodesk,9,593,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-94ac07cbe08744e29790bac21ca91026.md,adsk-94ac07cbe08744e29790bac21ca91026.md,2307,Network License Manager System Requirements | Autodesk,11,2253,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-94cbc5e41067466183d88d155b66e658.md,adsk-94cbc5e41067466183d88d155b66e658.md,812,Contact us | Autodesk Research,29,757,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-953f72c2d4ec4b6fb1a62a4deae76fdd.md,adsk-953f72c2d4ec4b6fb1a62a4deae76fdd.md,486,Product design tools | Webinar | Autodesk,25,435,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-954d933f77af4a4897295cb9215875e7.md,adsk-954d933f77af4a4897295cb9215875e7.md,1222,"Investor Day Presentations | Autodesk, Inc.",33,1149,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9582df52836343a18bec2566328e6de0.md,adsk-9582df52836343a18bec2566328e6de0.md,8804,Autodesk Administrator Downloads & Resources,25,8697,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9633b02da9464f56985fe9b0ea6eec6e.md,adsk-9633b02da9464f56985fe9b0ea6eec6e.md,289,Views,7,278,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9677e9cccba64c329acebc538fd47b4e.md,adsk-9677e9cccba64c329acebc538fd47b4e.md,334,Remote work resource center,7,323,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-96f8f4c67b3a4bb2af880a0afff84dc5.md,adsk-96f8f4c67b3a4bb2af880a0afff84dc5.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-96fa3ef4c3824565b31d7353436f5051.md,adsk-96fa3ef4c3824565b31d7353436f5051.md,6361,Fusion 360 Simulation Extension | Autodesk,36,6242,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-97030b562eb6445191f283718020f44d.md,adsk-97030b562eb6445191f283718020f44d.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-97385fe139c545e4aa71476decd76fd9.md,adsk-97385fe139c545e4aa71476decd76fd9.md,941,Create Standalone Autodesk Deployment | Administrator Installation,9,924,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9797cd3321ab44898dc66c64def74570.md,adsk-9797cd3321ab44898dc66c64def74570.md,3192,Architecture Toolset In Autodesk AutoCAD | Features,30,3135,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-97a2b043bbb345c2a405dfdf6581a628.md,adsk-97a2b043bbb345c2a405dfdf6581a628.md,394,Robot Structural Analysis Professional Learning Materials,7,383,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-97f85c43b73a401eb56e29bc01c5f7db.md,adsk-97f85c43b73a401eb56e29bc01c5f7db.md,1737,Autodesk Education | Admins and Institutions | Renew Institutional Access,14,1706,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-982e0f7a23fc4ea485b8fd3df8cb7d0a.md,adsk-982e0f7a23fc4ea485b8fd3df8cb7d0a.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-985f9a6c97a541548861338cf94cc4d4.md,adsk-985f9a6c97a541548861338cf94cc4d4.md,3591,Research Areas | Autodesk Research,38,3492,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-987c0d324f204232b66d9b31d44f531f.md,adsk-987c0d324f204232b66d9b31d44f531f.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-98919d3b6bad4f42a73f9deaa6aac6ce.md,adsk-98919d3b6bad4f42a73f9deaa6aac6ce.md,3849,Autodesk e-Learning Resources for Distance Learning | Autodesk,22,3786,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-98e95bb2be6a4fb29a9e5bc2f319dbc0.md,adsk-98e95bb2be6a4fb29a9e5bc2f319dbc0.md,286,Help,7,275,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-99395c9bef934a9eb6dd69054a108df0.md,adsk-99395c9bef934a9eb6dd69054a108df0.md,2362,Autodesk Account Basics | Billing and Orders | Change Subscription Term,16,2324,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-993b247e44744b938c7d984936102ec8.md,adsk-993b247e44744b938c7d984936102ec8.md,21064,Autodesk Account Basics | Previous Product Versions | Available Versions,22,20830,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-99829b501244430fa22c78509ba791c0.md,adsk-99829b501244430fa22c78509ba791c0.md,322,Construction Archives,7,311,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-9a096971efdb4323bac3a10c2cbad629.md,adsk-9a096971efdb4323bac3a10c2cbad629.md,2146,"Autodesk App Store : Plugins, Add-ons for Autodesk software, AutoCAD, Revit, Inventor, 3ds Max, Maya...",26,2073,indexed,docling_hierarchical_chunker,
