source_file,relative_source_path,file_size_bytes,document_title,num_chunks_generated,total_characters,status,chunking_method,warning_or_error
cleaned_corpus\adsk-3250d90f0b4045289cc5db774234fbaf.md,adsk-3250d90f0b4045289cc5db774234fbaf.md,3812,"Autodesk CFD | 2024, 2023 Features | Autodesk",54,3707,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-32bb003d265d4a53bfd73711829a50ab.md,adsk-32bb003d265d4a53bfd73711829a50ab.md,325,Untitled Autodesk Page,7,314,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-32cfc2b281344347836b4572e935a134.md,adsk-32cfc2b281344347836b4572e935a134.md,8463,Trial Intake,118,8138,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-32db6a1edea14ad18fb66c17b3c2139c.md,adsk-32db6a1edea14ad18fb66c17b3c2139c.md,714,Homepage | Autodesk University,8,701,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-33e1764bb07f4feabfad2462c14f732b.md,adsk-33e1764bb07f4feabfad2462c14f732b.md,2205,"MEP Engineers | Autodesk Architecture, Engineering and Construction Collection",15,2144,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-33e301fdc36849beac9d995227e17878.md,adsk-33e301fdc36849beac9d995227e17878.md,309,Fusion 360 Help,7,298,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-33ea74d474294113b5c450f575d7f5d4.md,adsk-33ea74d474294113b5c450f575d7f5d4.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-342521630fbb4264a383194acd45c09a.md,adsk-342521630fbb4264a383194acd45c09a.md,4541,Navisworks | Get Prices & Buy Navisworks 2023 | Autodesk,34,4475,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-34bd1681ea1b46d3bd7d77f0af1ddd5c.md,adsk-34bd1681ea1b46d3bd7d77f0af1ddd5c.md,8481,Trial intake,118,8154,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-34c263f5f05543e199faac0d26aab100.md,adsk-34c263f5f05543e199faac0d26aab100.md,9827,Norconsult uses VR games to streamline railway design,25,9632,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-34d5ebde034846fd84a277c0acf16251.md,adsk-34d5ebde034846fd84a277c0acf16251.md,944,Account Management | Overview | Autodesk Support,15,915,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-34e71ffdff08466789e39e0e0712e678.md,adsk-34e71ffdff08466789e39e0e0712e678.md,8732,AutoCAD Features | 2024 New Features | Autodesk,122,8472,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-34f0319fec4c49d69821767b8c38e8ce.md,adsk-34f0319fec4c49d69821767b8c38e8ce.md,6980,Collaborative design: The next phase of VR for Kia Europe's design team,24,6872,indexed,docling_hierarchical_chunker,
