relative_path,output_path,extraction_method_used,warnings,title,raw_html_chars,raw_visible_chars,raw_tables,raw_table_rows,raw_headings,raw_lists,raw_code_blocks,cleaned_chars,cleaned_lines,cleaned_nonempty_lines,md_tables,md_headings,md_list_lines,md_code_fences,md_links,boilerplate_phrase_hits,punct_only_short_lines,replacement_chars,metadata_or_title_only,cleaned_to_raw_visible_ratio,cleaned_to_raw_html_ratio,quality_flags,flag_count
adsk-e6e156f1657447f78f07f5cd5036a7ee.html,cleaned_corpus\adsk-e6e156f1657447f78f07f5cd5036a7ee.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=500, fallback_chars=1452","Architects | Autodesk Architecture, Engineering and Construction Collection",428131,4102,0,0,18,6,0,1531,47,24,0,13,0,0,4,0,0,0,False,0.3732,0.0036,,0
adsk-f16092bbb89147a3a03ad375de510b82.html,cleaned_corpus\adsk-f16092bbb89147a3a03ad375de510b82.md,trafilatura,,Download Previous Autodesk Software Versions | Individual Installation,127996,3840,0,0,6,24,0,1898,31,18,0,5,4,0,5,4,0,0,False,0.4943,0.0148,,0
adsk-6bbb19efe4764f8d9d320eb7ff04b457.html,cleaned_corpus\adsk-6bbb19efe4764f8d9d320eb7ff04b457.md,beautifulsoup_table_fallback,"used_table_preserving_fallback: html_tables=1, trafilatura_tables=0, fallback_tables=1","Committee Composition | Autodesk, Inc.",167493,1557,1,11,6,9,0,1913,18,15,1,2,0,0,13,0,0,0,False,1.2286,0.0114,,0
adsk-8494217d8161422d85375e2089d515ee.html,cleaned_corpus\adsk-8494217d8161422d85375e2089d515ee.md,trafilatura,,Multi user trade in offer terms,101549,3456,0,0,3,5,0,1949,11,6,0,2,0,0,0,0,0,0,False,0.5639,0.0192,,0
adsk-dfcee855d4004f2e9f3bc44bfb867768.html,cleaned_corpus\adsk-dfcee855d4004f2e9f3bc44bfb867768.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=488, fallback_chars=2145",Benefits of the Electrical Toolset | CAD Software | Autodesk,184064,6565,0,0,31,8,0,2209,29,15,0,4,4,0,0,1,0,0,False,0.3365,0.012,,0
adsk-ffe890389b3c4737b11e256e2fc38482.html,cleaned_corpus\adsk-ffe890389b3c4737b11e256e2fc38482.md,beautifulsoup_table_fallback,"used_table_preserving_fallback: html_tables=1, trafilatura_tables=0, fallback_tables=1",How to Download Autodesk Software | Individual Installation,127526,4689,1,4,2,22,0,2331,28,17,1,2,3,0,2,0,0,0,False,0.4971,0.0183,,0
adsk-5ce9de3dfa61465fa097c6d90e31b34b.html,cleaned_corpus\adsk-5ce9de3dfa61465fa097c6d90e31b34b.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=788, fallback_chars=2266",FBX | Adaptable File Formats for 3D Animation Software | Autodesk,699826,2784,0,0,8,9,0,2335,35,18,0,5,8,0,8,0,0,0,False,0.8387,0.0033,,0
adsk-d8970573b06b472eb2f64694125766f9.html,cleaned_corpus\adsk-d8970573b06b472eb2f64694125766f9.md,trafilatura,,SketchBook | Sketchbook Software Discontinued | Autodesk,95249,3714,0,0,10,4,0,2636,27,14,0,7,0,0,7,0,0,0,False,0.7097,0.0277,,0
adsk-2660a861b1c74796ba81623ab846c730.html,cleaned_corpus\adsk-2660a861b1c74796ba81623ab846c730.md,trafilatura,,Careers | Autodesk Research,116609,4603,0,0,2,9,0,3011,49,25,0,2,0,0,1,0,0,0,False,0.6541,0.0258,,0
adsk-67c6d9b4c08c417f99d1e0b8ed8df57b.html,cleaned_corpus\adsk-67c6d9b4c08c417f99d1e0b8ed8df57b.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=402, fallback_chars=3051",Insight | Building Performance Analysis Software | Autodesk,115415,3443,0,0,18,9,0,3114,63,32,0,9,13,0,9,4,0,0,False,0.9044,0.027,,0
adsk-48ee1ab1f7404127932df2e49c13771b.html,cleaned_corpus\adsk-48ee1ab1f7404127932df2e49c13771b.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=705, fallback_chars=3152",Autodesk Student Downloads and Resources,104995,3801,0,0,22,5,0,3196,67,34,0,21,0,0,8,1,0,0,False,0.8408,0.0304,,0
adsk-688f2709f4334f12ab4a476bf9368b9c.html,cleaned_corpus\adsk-688f2709f4334f12ab4a476bf9368b9c.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=592, fallback_chars=3478",Download VRED 2023 | VRED Free Trial | Autodesk,117110,3586,0,0,12,5,0,3529,35,18,0,6,3,0,12,5,0,0,False,0.9841,0.0301,,0
adsk-3cad86d717b646759e62a94892af655d.html,cleaned_corpus\adsk-3cad86d717b646759e62a94892af655d.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=356, fallback_chars=3806",3d Environment Modeling Workflow,131555,5226,0,0,20,2,0,3842,87,44,0,16,0,0,0,0,0,0,False,0.7352,0.0292,,0
adsk-1259237ed80c4e428555c0fa473ef846.html,cleaned_corpus\adsk-1259237ed80c4e428555c0fa473ef846.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=303, fallback_chars=4449",The Future of Work is Already Here | Get Started | Autodesk,101992,3793,0,0,17,4,0,4486,49,25,0,6,11,0,13,0,0,0,False,1.1827,0.044,,0
adsk-0e2237dba05448528cead1c49369bfec.html,cleaned_corpus\adsk-0e2237dba05448528cead1c49369bfec.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=376, fallback_chars=4757",VRED Software | Get Prices & Buy Official VRED 2024 | Autodesk,456637,6399,0,0,30,8,0,4823,113,57,0,20,3,0,7,4,0,0,False,0.7537,0.0106,,0
adsk-1ae0cfb50ef24831a565c84e3b99f6c6.html,cleaned_corpus\adsk-1ae0cfb50ef24831a565c84e3b99f6c6.md,beautifulsoup_rich_fallback,"used_richer_beautifulsoup_fallback: trafilatura_chars=551, fallback_chars=5657",Autodesk Vault Software | Get Prices & Buy Vault 2024,442271,7373,0,0,32,8,0,5714,107,54,0,20,3,0,6,2,0,0,False,0.775,0.0129,,0
